City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
147,flin flon,54.7682,-101.865,-38.09,61,0,0.0,CA,1676904685
148,taloqan,36.7361,69.5345,11.94,63,0,0.46,AF,1676904686
149,caravelas,-17.7125,-39.2481,28.83,60,93,2.88,BR,1676904687
150,esperance,-33.8667,121.9,20.24,87,97,6.15,AU,1676904688
151,sabang,5.8933,95.3214,27.72,73,100,5.28,ID,1676904689
152,kununurra,-15.7667,128.7333,27.99,78,75,0.51,AU,1676904690
153,wadi musa,30.3222,35.4793,11.03,45,0,2.95,JO,1676904691
154,kargat,55.1956,80.2811,-12.62,96,100,3.49,RU,1676904539
155,kogon,39.7228,64.5517,11.02,76,0,0.0,UZ,1676904692
156,anadyr,64.75,177.4833,-18.72,84,75,2.0,RU,1676904693
157,pestovo,58.5938,35.8024,-13.39,96,100,2.43,RU,1676904695
158,houma,29.5958,-90.7195,20.01,91,0,2.57,US,1676904696
159,banda aceh,5.5577,95.3222,26.0,82,100,4.47,ID,1676904697
160,waling,27.9833,83.7667,16.04,65,41,1.68,NP,1676904697
161,antequera,37.0194,-4.5612,17.47,47,100,4.91,ES,1676904698
162,tautira,-17.7333,-149.15,27.0,78,100,6.24,PF,1676904699
163,narsaq,60.9167,-46.05,-17.88,66,0,1.04,GL,1676904699
164,antsohihy,-14.8796,47.9875,26.69,81,40,1.91,MG,1676904701
165,scharding,48.4529,13.4372,12.51,61,92,5.31,AT,1676904701
166,valparaiso,-33.0393,-71.6273,21.13,61,0,3.6,CL,1676904586
167,lata,40.1629,-8.3327,20.04,42,100,1.84,PT,1676904702
168,muli,2.9167,73.5667,27.53,75,36,5.63,MV,1676904413
169,angoche,-16.2325,39.9086,28.35,81,84,4.5,MZ,1676904703
170,puerto leguizamo,-0.1934,-74.7819,30.42,43,60,1.15,CO,1676904704
171,tuatapere,-46.1333,167.6833,16.44,86,80,1.48,NZ,1676904615
172,grand gaube,-20.0064,57.6608,28.22,77,100,6.26,MU,1676904705
173,barrow,71.2906,-156.7887,-28.99,76,0,4.63,US,1676904705
174,kabanjahe,3.1001,98.4908,17.12,97,99,0.13,ID,1676904706
175,atherton,53.5237,-2.4935,14.01,79,88,2.68,GB,1676904707
176,shevchenkove,49.6959,37.1735,-1.28,79,99,6.52,UA,1676904708
177,kavieng,-2.5744,150.7967,27.27,80,81,2.91,PG,1676904708
178,hamilton,39.1834,-84.5333,11.54,67,100,3.09,US,1676904500
179,manado,1.487,124.8455,25.43,100,40,0.51,ID,1676904709
180,bethel,41.3712,-73.414,8.62,86,100,0.45,US,1676904520
181,nuuk,64.1835,-51.7216,-12.66,78,100,1.54,GL,1676904157
182,payo,-3.7508,103.6372,22.9,98,100,0.89,ID,1676904710
183,namibe,-15.1961,12.1522,24.56,57,22,6.51,AO,1676904711
184,campbell river,50.0163,-125.2446,5.25,100,100,0.0,CA,1676904712
185,makakilo city,21.3469,-158.0858,22.78,88,100,1.54,US,1676904712
186,cockburn town,21.4612,-71.1419,25.1,63,77,7.57,TC,1676904713
187,lebu,-37.6167,-73.65,16.82,60,0,8.72,CL,1676904435
188,port hedland,-20.3167,118.5667,30.03,70,27,4.12,AU,1676904714
189,cabo san lucas,22.8909,-109.9124,20.84,72,72,0.89,MX,1676904581
190,aviles,43.5547,-5.9248,13.84,82,100,2.06,ES,1676904715
191,tura,25.5198,90.2201,20.99,48,31,1.81,IN,1676904716
192,pacific grove,36.6177,-121.9166,11.47,81,0,3.09,US,1676904600
193,ponta do sol,32.6667,-17.1,20.95,71,10,1.5,PT,1676904717
194,milkovo,54.7167,158.6167,-19.4,100,100,0.27,RU,1676904718
195,tiarei,-17.5333,-149.3333,25.01,77,100,7.65,PF,1676904718
196,boca do acre,-8.7522,-67.3978,28.0,60,93,0.81,BR,1676904719
197,itoman,26.1247,127.6694,17.01,59,100,9.26,JP,1676904720
198,kargasok,59.0556,80.8572,-17.11,100,91,2.26,RU,1676904720
199,greeneville,36.1632,-82.831,11.49,59,40,0.0,US,1676904632
200,soavinandriana,-19.1667,46.7333,20.36,83,50,1.58,MG,1676904722
201,igarka,67.4667,86.5833,-14.5,93,100,3.0,RU,1676904723
202,lichuan,30.3,108.85,3.58,94,100,1.56,CN,1676904724
203,kaitangata,-46.2817,169.8464,13.95,80,48,2.56,NZ,1676904725
204,cloquet,46.7216,-92.4594,-7.85,82,100,3.6,US,1676904727
205,alexandria,31.2156,29.9553,16.98,55,40,4.63,EG,1676904637
206,tabuk,17.4189,121.4443,20.29,94,100,6.8,PH,1676904728
207,ekhabi,53.5102,142.9671,-25.15,100,66,3.09,RU,1676904730
208,baruun-urt,46.6806,113.2792,-17.18,79,15,3.02,MN,1676904730
209,pevek,69.7008,170.3133,-32.69,98,93,0.48,RU,1676904731
210,katsuura,35.1333,140.3,6.01,95,91,10.68,JP,1676904732
211,tramandai,-29.9847,-50.1336,20.06,94,100,2.84,BR,1676904267
212,ippy,6.2679,21.2247,38.98,10,80,3.27,CF,1676904734
